sid,rep,cs_p,cs_b,or_p,or_b,pr_p,pr_b,rc_p,rc_b,nn_p,nn_b
1,84,0.8678529143446385,-0.01926387422121544,0.08755167150100797,-0.20949887373697978,0.15232793997501157,-0.166259119355401,0.10105690273099806,-0.19007186805653253,0.11855552053191382,-0.18092101994843557
1,85,0.04792036250191765,-0.242797770997587,0.14119570924789415,-0.18691477874411988,0.051987648413417284,-0.23395188741890446,0.19469847691201647,-0.15653850384001755,0.17430430180435308,-0.16399075467524937
1,86,0.015168128815121201,-0.2908963038222807,0.0037007874088611594,-0.35993377523978104,0.0011428800820826234,-0.3868260383477489,0.012969653861565678,-0.2946303493154118,0.006998251421321359,-0.31965463674307026
1,87,0.011806260829593896,-0.3040390870801642,0.002869083274630365,-0.3710463420573426,0.006322622726911185,-0.32473415785755094,0.001394589890580425,-0.38182114058598743,0.003948717577071511,-0.3432654950741647
1,88,0.017002028891136573,-0.29512873744694873,0.0010701504344400757,-0.42187489876456336,0.0007556366823510739,-0.41074123928572687,0.0006025963400867753,-0.4181876382117846,0.0016343076260806647,-0.383525876712636
1,89,0.001400282907120168,-0.37802903452676057,0.000348401019153979,-0.4337337410642285,0.000142347408012198,-0.4526031041920451,0.00017001961709754726,-0.4454668407106753,8.825274331818475e-05,-0.465257100589727
1,90,0.029213423906334773,-0.2683398274842831,0.013958975910315165,-0.30906662982759325,0.01866996203814168,-0.2846976286770623,0.0154107278791793,-0.2942871624875832,0.002507416309924572,-0.365454945291364
1,91,0.14811424057744316,-0.17441704574744255,0.000817660044051509,-0.4315766391157599,0.005910420205088667,-0.3371880265965515,0.0002694536059941494,-0.44711270255833485,0.4189154179556466,-0.09613936482159645
1,92,0.0007916867006138785,-0.4061808585411681,0.025599850057981252,-0.2769022416113841,0.008224391368647771,-0.31849795385159907,0.011251838260305878,-0.3053600564542062,0.006160216178678492,-0.329403791074996
1,93,0.003725444528677299,-0.35139341218242925,0.0016698978117188406,-0.39173578070441084,0.004584329540286915,-0.3387738577816626,0.0024582768998267913,-0.3612380148699491,0.00019809298126221376,-0.4477469112168862
1,94,0.0004854458031859737,-0.42513075804350675,0.001778126698367018,-0.3995354558509736,0.0031797791873273747,-0.3523267443940013,0.0021859801154401988,-0.3667309780959608,0.000809208832949411,-0.4017234370587765
1,95,0.014425212992337696,-0.30230564597960036,0.0014567417655561108,-0.40002831408410755,0.011226617714544534,-0.3106547376216756,0.0020939045829456086,-0.37774153023811013,0.0010821920199476079,-0.40160808819792704
1,96,0.22085700304582767,-0.142881233048164,0.17994975727802134,-0.16547644743509515,0.2504870419429236,-0.1323208670435158,0.09814387129384665,-0.191880097814868,0.1945933172750865,-0.14934188906117507
1,97,0.08164936753179296,-0.20763237116858985,0.0035224331408291267,-0.36015004596548866,0.024524439302835814,-0.2667076964776422,0.003877160886860111,-0.34542363138537435,0.0020734033371456995,-0.3690273770572103
1,98,0.007981722296051479,-0.31958158551149274,0.021847771756230962,-0.2899849849772655,0.0025479625054019308,-0.3590686406525184,0.005558585108184911,-0.3305401474663169,0.006939293151719236,-0.32197845161588073
1,99,0.32381771825481204,-0.11825399498391302,0.0039045681704506694,-0.35738109330104195,0.032555083856812043,-0.2567206319521501,0.0071885477636801,-0.32260460274612884,0.003997612888036773,-0.3471649263270804
1,100,0.0011280531598610122,-0.3938882016932845,0.0010819539981175251,-0.416873112587813,0.0016825778597903864,-0.3675306151310311,0.0007981380961765736,-0.39287313496847687,0.014025903823404,-0.28796726964878383
1,101,0.031480821923856005,-0.26643428625346005,0.000818880009283242,-0.4274813282114811,0.00332557449582528,-0.3619851057277908,0.0009521474352054351,-0.4097400631675375,0.0009620947509513597,-0.40909353568003015
1,102,0.00079975146637861,-0.4159466945039733,3.104161880797475e-05,-0.5273981340898052,5.043072442358749e-05,-0.4939417584448366,6.621252717592368e-05,-0.48039235926546586,0.00017655216077984475,-0.45077180410029216
1,103,0.014310402449254809,-0.28983215777794474,0.00919035695415014,-0.316838712884339,0.0009496570689000502,-0.39359582374998947,0.004536051569003332,-0.33429885192986863,0.0029533909886376567,-0.35012158003816446
1,104,0.16039379323724182,-0.1759402437942397,0.030675919712865464,-0.2783930032567386,0.16244701116907478,-0.1693918039398258,0.049028483765285846,-0.23943019740324323,0.10354088413203048,-0.19766075183029624
1,105,0.04625944493786976,-0.2437659733399987,0.05271515667187938,-0.24230117152815628,0.05024004935038212,-0.23451634820055595,0.030709941723132496,-0.2591046118068891,0.03833895208708915,-0.24822627448410658
1,106,0.6400255658791099,0.05698153930805655,0.046501296609265184,-0.25967723514074603,0.3401700916660334,-0.11574374883666569,0.2170836483316389,-0.1502554894595271,0.3119184817936363,-0.12240980786753512
1,107,0.017073731244119855,-0.27746088157374227,0.0027267895523346154,-0.35794965962946784,0.0007860822523793982,-0.39045186376236823,0.0009832693221306947,-0.3810642671942384,0.001354189521244906,-0.37001337119005406
1,108,0.03163458668052764,-0.26177716482292074,0.007596775988065155,-0.3456116481207909,0.0014678539761331752,-0.38251908536990104,0.0027883413365681867,-0.35810677231434984,0.0031245811998176277,-0.3530836899367865
1,109,0.22105500006465764,-0.14695438724884471,0.004817064142981589,-0.3525373379850902,0.009690004054329716,-0.30680429366208417,0.0037858862708051045,-0.3445955174459612,0.0057462064397753075,-0.32892525777475157
1,110,0.12030145064107232,-0.1894175354185524,0.0065774819612451,-0.3394726263901435,0.004773883117831458,-0.3402159733894127,0.005277860818536205,-0.33555886894191334,0.010843876587110673,-0.3055785279195019
1,111,0.03519162132005338,-0.2569431684163512,0.000327776714088523,-0.45566472602571123,0.001735411978798853,-0.3751873636766688,0.00015408603993881663,-0.4586525231072151,0.00044219318575495304,-0.4242384955363208
1,112,0.0034280099110756573,-0.36288382794017243,0.0004155782367152147,-0.4519761395020644,0.002931662879224205,-0.35549515387514413,8.901145152601108e-05,-0.4733214334920217,0.0002486873889556716,-0.44143918152451955
1,113,0.03628586053005818,-0.2509849857526325,0.1734710959570306,-0.16857779819675292,0.1665614071417174,-0.16372859091681374,0.2738491103326216,-0.12939765570136275,0.41925068694361456,-0.09569288935849975
1,114,0.013800920576720053,-0.30074416512398994,2.4960318935647225e-05,-0.5411127117316943,0.0011715598224723827,-0.3927470960730023,2.314447684268942e-05,-0.517451465818806,6.244761873426244e-05,-0.48671544308508147
1,115,0.3243649644932501,-0.12086370293889956,0.02119633100607796,-0.2920299517635303,0.02917222857095681,-0.26558817874428997,0.03206102161410659,-0.25971110100787465,0.041578309071952715,-0.24653151338612145
1,116,0.06237024004864449,-0.22261172850863353,0.03417693793243479,-0.2652457321524598,0.08309983362538353,-0.20464300344917744,0.08495536797402242,-0.2033655864208624,0.07896753029867493,-0.2073641823054418
1,117,0.02065725872299496,-0.282499604779309,0.015437155642591422,-0.3009929794888645,0.013571361573356252,-0.29815321980311216,0.012412071913092746,-0.30239968802951855,0.01853518599964357,-0.28472178743673204
1,118,0.009378944851276454,-0.31269275257385537,2.063010061751534e-06,-0.6019698116402753,0.00021266793972844912,-0.439377560930841,1.5927469943549456e-06,-0.5775394793949157,0.004735609078884231,-0.3331947936270568
1,119,0.22027426570461955,-0.1479543415339055,0.017519825622593306,-0.29497525359259197,0.05806478302073453,-0.22726038706708407,0.01856366591916497,-0.28259008996947854,0.018393666111521028,-0.2827530742640507
1,120,0.06016886592431039,-0.23323203787693705,0.1124322617270503,-0.20034092802687045,0.1298830341884023,-0.1860464038233728,0.1799235312987085,-0.16391292160531754,0.2694381712768723,-0.13487370869166737
1,121,0.4449483228533768,-0.0930416823231537,0.039222386251632074,-0.26068931813381796,0.196091069735492,-0.15608492647792166,0.07363440782002996,-0.2172420409415016,0.05146598009494152,-0.23711760049080877
1,122,0.5112243138232135,-0.07646479333973999,0.00692718592442226,-0.32842017698762155,0.25986661469604333,-0.13112985447832307,0.04043301243299552,-0.2414102783696073,0.9492048121906212,-0.007371389661386563
1,123,0.11555523333729117,-0.18502903072369362,0.000405644010708566,-0.42833684172579695,0.00029242674374171734,-0.4322496553510827,0.0002492230508198973,-0.43375693062437237,0.00020585634062099913,-0.4401636834086958
1,124,0.003928146117148585,-0.3416269647367668,9.938805661248298e-05,-0.47795890975581873,0.0003357270004522906,-0.4228561878705924,0.00020999659727568052,-0.43705693143429897,0.0011089286608545223,-0.3841004636057537
1,125,0.5365444768497434,-0.07437733158900914,0.039208814785958834,-0.25401366720933977,0.09143441721967459,-0.2017352856761952,0.06872398587651528,-0.2173354578383811,0.050192258885277924,-0.23394100373092475
1,126,0.06558370751635585,-0.22020910473675934,0.06078214748528063,-0.22908148280270368,0.0717382665188943,-0.21524454732237777,0.04643031047238157,-0.2383308242014251,0.04676759468815104,-0.23797450784898183
1,127,0.5084112263754048,-0.0803624288339308,0.5427092189711364,-0.07538318348926137,0.7150367248146696,-0.04377761207569722,0.7418307231156546,-0.039511676254140975,0.8741676984517635,-0.019002066870774603
1,128,0.016564686811167205,-0.2839924810716121,0.00010116953989134483,-0.47457538752627254,0.00022124599055032087,-0.4388910834409223,0.0001138915125080479,-0.45978867398213835,0.00013094219734522563,-0.4563419004977249
1,129,0.001024462104474556,-0.40898653931590645,3.033324585390637e-06,-0.597980988474879,6.355757521714875e-05,-0.485738548970588,0.00014002179674373188,-0.4620245361250559,0.00030656033874901234,-0.43691097263808926
1,130,0.001136161730897484,-0.40243159070080436,1.3625483021156663e-06,-0.6214772219327452,5.405032208883907e-05,-0.49266194736934016,3.067081956857942e-06,-0.5725887841708056,2.0940187665044334e-06,-0.5842669976769124
1,131,0.004311323804069794,-0.3439755562786832,0.00919129478486655,-0.32382976553540943,0.08976167103043284,-0.20247721631383947,0.010336486440243358,-0.3044365342956798,0.021915715249443087,-0.27251170363363314
1,132,0.0047911440787980625,-0.35185246169249595,0.00021348858029628996,-0.47993760089758386,0.0010385253209370764,-0.39299970220258135,0.00013671486669898837,-0.4576416089107361,0.00011917496846778585,-0.4620099255661996
1,133,0.06108745940095626,-0.22161982439621591,0.005182008448895627,-0.34852390805109706,0.0074865948556558145,-0.31563559573889455,0.015274491669190541,-0.28589798342453654,0.052980570820678516,-0.22782025558295435
1,134,0.00020998331138265023,-0.4672929699611704,0.00046305415664522285,-0.44994389870877666,0.0007442746473545808,-0.41555887732364843,0.00039879036537256613,-0.43674150159352343,0.00028441565578947827,-0.4477404085063646
1,135,0.0826587068333832,-0.2155972661530343,0.0023196075498611054,-0.3962886734602342,0.0009961733214188934,-0.40921040189150154,0.002006363648878388,-0.38299300418287335,0.0022303045882030147,-0.3797276170391803
1,136,0.22504406198974733,-0.1476497795410917,0.13048617950695998,-0.19020263447055852,0.23334480369817942,-0.14300123049341446,0.1626668571809436,-0.16699498482984157,0.15460840290368372,-0.17018699983453928
